,0,1250.11
,6.50578,1250.09
,13.0116,1250.01
,19.5173,1249.89
,26.0231,1249.72
,32.5289,1249.5
,39.0347,1249.22
,45.5404,1248.9
,52.0462,1248.53
,58.552,1248.12
,65.0578,1247.65
,71.5636,1247.13
,78.0693,1246.56
,84.5751,1245.95
,91.0809,1245.28
,97.5867,1244.57
,104.092,1243.81
,110.598,1242.99
,117.104,1242.13
,123.61,1241.22
,130.116,1240.26
,136.621,1239.26
,143.127,1238.2
,149.633,1237.09
,156.139,1235.94
,162.644,1234.74
,169.15,1233.48
,175.656,1232.18
,182.162,1230.84
,188.668,1229.44
,195.173,1227.99
,201.679,1226.5
,208.185,1224.95
,214.691,1223.36
,221.196,1221.72
,227.702,1220.04
,234.208,1218.3
,240.714,1216.52
,247.22,1214.68
,253.725,1212.8
,260.231,1210.88
,266.737,1208.9
,273.243,1206.88
,279.748,1204.81
,286.254,1202.69
,292.76,1200.52
,299.266,1198.31
,305.772,1196.05
,312.277,1193.74
,318.783,1191.39
,325.289,1188.99
,331.795,1186.54
,338.3,1184.05
,344.806,1181.5
,351.312,1178.92
,357.818,1176.28
,364.324,1173.6
,370.829,1170.87
,377.335,1168.1
,383.841,1165.28
,390.347,1162.41
,396.852,1159.5
,403.358,1156.54
,409.864,1153.54
,416.37,1150.49
,422.876,1147.4
,429.381,1144.26
,435.887,1141.08
,442.393,1137.85
,448.899,1134.57
,455.404,1131.25
,461.91,1127.89
,468.416,1124.48
,474.922,1121.03
,481.428,1117.53
,487.933,1113.99
,494.439,1110.41
,500.945,1106.78
,507.451,1103.11
,513.956,1099.39
,520.462,1095.64
,526.968,1091.83
,533.474,1087.99
,539.98,1084.1
,546.485,1080.17
,552.991,1076.2
,559.497,1072.18
,566.003,1068.12
,572.508,1064.02
,579.014,1059.88
,585.52,1055.7
,592.026,1051.47
,598.532,1047.2
,605.037,1042.9
,611.543,1038.55
,618.049,1034.16
,624.555,1029.72
,631.06,1025.25
,637.566,1020.74
,644.072,1016.19
,650.578,1011.6
,657.084,1006.96
,663.589,1002.29
