,0,0
,6.50578,0
,13.0116,0
,19.5173,0
,26.0231,0
,32.5289,0
,39.0347,0
,45.5404,0
,52.0462,0
,58.552,0
,65.0578,0
,71.5636,0
,78.0693,0
,84.5751,0
,91.0809,0
,97.5867,0
,104.092,0
,110.598,0
,117.104,0
,123.61,0
,130.116,0
,136.621,0
,143.127,0
,149.633,0
,156.139,0
,162.644,0
,169.15,0
,175.656,0
,182.162,0
,188.668,0
,195.173,0
,201.679,0
,208.185,0
,214.691,0
,221.196,0
,227.702,0
,234.208,0
,240.714,0
,247.22,0
,253.725,0
,260.231,0
,266.737,0
,273.243,0
,279.748,0
,286.254,0
,292.76,0
,299.266,0
,305.772,0
,312.277,0
,318.783,0
,325.289,0
,331.795,0
,338.3,0
,344.806,0
,351.312,0
,357.818,0
,364.324,0
,370.829,0
,377.335,0
,383.841,0
,390.347,0
,396.852,0
,403.358,0
,409.864,0
,416.37,0
,422.876,0
,429.381,0
,435.887,0
,442.393,0
,448.899,0
,455.404,0
,461.91,0
,468.416,0
,474.922,0
,481.428,0
,487.933,0
,494.439,0
,500.945,0
,507.451,0
,513.956,0
,520.462,0
,526.968,0
,533.474,0
,539.98,0
,546.485,0
,552.991,0
,559.497,0
,566.003,0
,572.508,0
,579.014,0
,585.52,0
,592.026,0
,598.532,0
,605.037,0
,611.543,0
,618.049,0
,624.555,0
,631.06,0
,637.566,0
,644.072,0
,650.578,0
,657.084,0
,663.589,0
,670.095,0
,676.601,0
,683.107,0
,689.612,0
,696.118,0
,702.624,0
,709.13,0
,715.636,0
,722.141,0
,728.647,0
,735.153,0
,741.659,0
,748.164,0
,754.67,0
,761.176,0
,767.682,0
,774.188,0
,780.693,0
,787.199,0
,793.705,0
,800.211,0
,806.716,0
,813.222,0
,819.728,0
,826.234,0
,832.74,0
,839.245,0
,845.751,0
,852.257,0
,858.763,0
,865.268,0
,871.774,0
,878.28,0
,884.786,0
,891.292,0
,897.797,0
,904.303,0
,910.809,0
,917.315,0
,923.82,0
,930.326,0
,936.832,0
,943.338,0
,949.844,0
,956.349,0
,962.855,0
,969.361,0
,975.867,0
,982.372,0
,988.878,0
,995.384,0
,1001.89,0
,1008.4,0
,1014.9,0
,1021.41,0
,1027.91,0
,1034.42,0
,1040.92,0
,1047.43,0
,1053.94,0
,1060.44,0
,1066.95,0
,1073.45,0
,1079.96,0
,1086.46,0
,1092.97,0
,1099.48,0
,1105.98,0
,1112.49,0
,1118.99,0
,1125.5,0
,1132.01,0
,1138.51,0
,1145.02,0
,1151.52,0
,1158.03,0
,1164.53,0
,1171.04,0
,1177.55,0
,1184.05,0
,1190.56,0
,1197.06,0
,1203.57,0
,1210.07,0
,1216.58,0
,1223.09,0
,1229.59,0
,1236.1,0
,1242.6,0
,1249.11,0
,1255.62,0
,1262.12,0
,1268.63,0
,1275.13,0
,1281.64,0
,1288.14,0
,1294.65,0
,1301.16,0
,1307.66,0
,1314.17,0
,1320.67,0
,1327.18,0
,1333.68,0
,1340.19,0
,1346.7,0
,1353.2,0
,1359.71,0
,1366.21,0
,1372.72,0
,1379.22,0
,1385.73,0
,1392.24,0
,1398.74,0
,1405.25,0
,1411.75,0
,1418.26,0
,1424.77,0
,1431.27,0
,1437.78,0
,1444.28,0
,1450.79,0
,1457.29,0
,1463.8,0
,1470.31,0
,1476.81,0
,1483.32,0
,1489.82,0
,1496.33,0
,1502.83,0
,1509.34,0
,1515.85,0
,1522.35,0
,1528.86,0
,1535.36,0
,1541.87,0
,1548.38,0
,1554.88,0
,1561.39,0
,1567.89,0
,1574.4,0
,1580.9,0
,1587.41,0
,1593.92,0
,1600.42,0
,1606.93,0
,1613.43,0
,1619.94,0
,1626.44,0
,1632.95,0
,1639.46,0
,1645.96,0
,1652.47,0
,1658.97,0
,1665.48,0
,1671.98,0
,1678.49,0
,1685,0
,1691.5,0
,1698.01,0
,1704.51,0
,1711.02,0
,1717.53,0
,1724.03,0
,1730.54,0
,1737.04,0
,1743.55,0
,1750.05,0
,1756.56,0
,1763.07,0
,1769.57,0
,1776.08,0
,1782.58,0
